episode_id,step,action,action_valid,history_valid,o_t,o_t_1,delta_1,delta_2,delta_3,delta_4,slope_5,std_5,var_5,range_5,delta_3_bin,noise_bin,reward,done
2,8,RUN,True,True,0.09948721428094126,0.11668387753201968,-0.017196663251078423,0.056571947869429,0.03198241082925986,0.06629091819183563,0.022053781024219506,0.07094030390500826,0.00503252671813493,0.18641310353064136,"(-0.2,0.2]",Q2,0.0,False
2,9,TUMBLE,True,True,0.054511246646111386,0.08704172560793572,-0.03253047896182433,0.005373235898096351,-0.0072613357218772115,-0.020989159512884978,-0.011189977309881107,0.041573435265830225,0.0017283505198021762,0.11789507031693088,"(-0.2,0.2]",Q1,0.0,False
2,10,TUMBLE,True,True,0.17338185386830632,-0.0012111927849111914,0.1745930466532175,0.09638262340477999,0.12245276448759251,0.11342460543078703,0.022840269595176366,0.05720058939202401,0.0032719074267949294,0.1745930466532175,"(-0.2,0.2]",Q1,0.0,False
2,11,TUMBLE,True,True,-0.032273094715088976,0.09948721428094126,-0.13176030899603025,-0.14621964497229784,-0.14139986631354198,-0.11381537521770092,0.0011770835727009624,0.07307324233337167,0.005339698745111662,0.20565494858339528,"(-0.2,0.2]",Q2,0.0,False
2,12,TUMBLE,True,True,0.07410854453256516,0.054511246646111386,0.01959729788645377,0.003554164955956479,0.008901875932788919,0.000331739512497653,-0.01375416808579526,0.06663335788417396,0.004440004382920408,0.20565494858339528,"(-0.2,0.2]",Q2,0.0,False
2,13,TUMBLE,True,True,0.07767905868917856,0.17338185386830632,-0.09570279517912776,0.056761333780440466,0.005939957460584386,0.010246921106205092,-0.0052937685249606885,0.06551640874565301,0.0042923998149274785,0.20565494858339528,"(-0.2,0.2]",Q2,0.0,False
2,14,TUMBLE,True,True,-0.16164466830615415,-0.032273094715088976,-0.12937157359106516,-0.237538469917026,-0.2014828378083724,-0.23486875889989442,-0.05601008909446534,0.11429132056065512,0.013062505955498429,0.3350265221744605,"(-1,-0.2]",Q3,0.0,False
2,15,TUMBLE,True,True,0.0020857226115451044,0.07410854453256516,-0.07202282192102005,0.0440685274200329,0.005371410973015245,0.012618262561419957,-0.0167035578185451,0.08761313008304182,0.007676060562948008,0.23932372699533272,"(-0.2,0.2]",Q2,0.0,False
2,16,TUMBLE,True,True,0.04640433778970755,0.07767905868917856,-0.031274720899471004,0.12618381063701206,0.07369763345818438,0.04834717340792388,-0.013100174956334873,0.08889805674193559,0.007902864492492398,0.23932372699533272,"(-0.2,0.2]",Q2,0.0,False
2,17,RUN,True,True,0.1375860905725536,-0.16164466830615415,0.29923075887870776,0.11334106037192729,0.17530429320752078,0.14645497787648434,0.03278630698626116,0.10115865513435711,0.010233073508591794,0.29923075887870776,"(-0.2,0.2]",Q3,0.0,False
2,18,RUN,True,True,-0.004420722562575037,0.0020857226115451044,-0.0065064451741201415,-0.0964159367437056,-0.06644610622051045,-0.010528593229488067,0.04499482594481668,0.09711446915814119,0.009431220119867556,0.29923075887870776,"(-0.2,0.2]",Q3,0.0,False
2,19,RUN,True,True,0.057909178724213015,0.04640433778970755,0.011504840934505461,-0.008673505280776275,-0.0019473898756823607,0.012495321621405209,0.006082185187305327,0.05095570761680908,0.0025964841387297348,0.14200681313512864,"(-0.2,0.2]",Q1,0.0,True
3,0,RUN,True,False,,,,,,,,,,,,,0.0,False
3,1,TUMBLE,True,True,0.12767823322343855,0.12767823322343855,0.0,,,,0.04004659525415285,0.020023297627076428,0.0004009324478624845,0.040046595254152856,,Q1,0.0,False
3,2,TUMBLE,True,True,0.1802202487255057,0.12767823322343855,0.05254201550206716,0.07256531312914359,,,0.04629430537811001,0.0379137090806013,0.0014374493362484695,0.09258861075622002,,Q1,0.0,False
3,3,TUMBLE,True,True,0.1505076908783731,0.12767823322343855,0.02282945765493455,-0.003441550096099033,0.018664317572296446,,0.02411701742293293,0.033814255764303976,0.0011434038928937647,0.09258861075622002,"(-0.2,0.2]",Q1,0.0,False
3,4,RUN,True,True,-0.0036983596233224024,0.12767823322343855,-0.13137659284676095,-0.1690623294252618,-0.1565004172324282,-0.14020781232247317,-0.015983053753028165,0.06371844329639283,0.004060040016115628,0.18391860834882812,"(-0.2,0.2]",Q1,0.0,False
3,5,TUMBLE,True,True,-0.05139112413371931,0.1802202487255057,-0.231611372859225,-0.12479578976124465,-0.16040098412723813,-0.16506807743471805,-0.05420573230631437,0.09116522305176541,0.00831109789407814,0.231611372859225,"(-0.2,0.2]",Q2,0.0,False
3,6,TUMBLE,True,True,0.13024529932714526,0.1505076908783731,-0.020262391551227832,0.15779004120566612,0.09843923028670147,0.06133568536543599,-0.03018487138088133,0.0914353782972924,0.00836042840436897,0.231611372859225,"(-0.2,0.2]",Q2,0.0,False
3,7,TUMBLE,True,True,0.01289678333145208,-0.0036983596233224024,0.016595142954774482,-0.026530304265260898,-0.012155155191915769,-0.04351909328066708,-0.014127815614337447,0.07881021908649925,0.006211050632462011,0.2018988150120924,"(-0.2,0.2]",Q2,0.0,False
3,8,TUMBLE,True,True,-0.006618135345697818,-0.05139112413371931,0.044772988788021495,-0.07818917667499649,-0.03720178818732383,-0.028631285071086726,0.0058448356020420564,0.0608315310760378,0.0037004751730549527,0.18163642346086456,"(-0.2,0.2]",Q1,0.0,False
3,9,TUMBLE,True,True,-0.07180494732963084,0.13024529932714526,-0.20205024665677612,-0.07494427132250797,-0.11731292976726401,-0.0930881531244259,-0.017769108106466598,0.07061931234212956,0.004987087275675253,0.20205024665677612,"(-0.2,0.2]",Q2,0.0,False
3,10,TUMBLE,True,True,0.06878077600664925,0.01289678333145208,0.05588399267519717,0.10799231734431358,0.09062287578794144,0.05260102601083208,-0.0207630777302075,0.06855110838460066,0.0046992544607572665,0.20205024665677612,"(-0.2,0.2]",Q2,0.0,False
3,11,TUMBLE,True,True,0.024817844254298962,-0.006618135345697818,0.03143597959999678,0.02632992991578976,0.028031946477192097,0.024004225088605793,0.00992410331980408,0.04594602637429431,0.0021110373395873483,0.1405857233362801,"(-0.2,0.2]",Q1,0.0,False
3,12,TUMBLE,True,True,-0.02702179362991417,-0.07180494732963084,0.04478315369971667,-0.07382110376038828,-0.03428635127368663,-0.03081567802631906,0.00558154750154971,0.04743117391019709,0.0022497162584993614,0.1405857233362801,"(-0.2,0.2]",Q1,0.0,False
3,13,TUMBLE,True,True,-0.0933281307969122,0.06878077600664925,-0.16210890680356144,-0.09222615610910459,-0.11552040634059021,-0.092021100622263,-0.013884893657112598,0.06000053564722997,0.0036000642779545145,0.16210890680356144,"(-0.2,0.2]",Q1,0.0,False
3,14,TUMBLE,True,True,0.11117514114721411,0.024817844254298962,0.08635729689291514,0.17135010336062728,0.1430191678713899,0.11786296718868365,-0.003335724477008156,0.07172373809207586,0.005144294605900693,0.20450327194412632,"(-0.2,0.2]",Q2,0.0,False
3,15,TUMBLE,True,True,0.05461824198879056,-0.02702179362991417,0.08164003561870473,0.04569473681363961,0.05767650308199465,0.050707476745118885,0.01977977302461114,0.06987413963789152,0.004882395390135563,0.20450327194412632,"(-0.2,0.2]",Q2,0.0,False
3,16,RUN,True,True,0.1691270146582247,-0.0933281307969122,0.2624551454551369,0.08623032309022235,0.14497193054519386,0.1577661499809301,0.05402439893619803,0.09399918209756228,0.008835846235010672,0.2624551454551369,"(-0.2,0.2]",Q3,0.0,False
3,17,RUN,True,True,0.3366924716356327,0.11117514114721411,0.2255173304884186,0.22481984331212507,0.22505233903755628,0.2762944048863034,0.09179930783761002,0.1408093208003316,0.019827264824250696,0.4300206024325449,"(0.2,1]",Q4,0.0,False
3,18,TUMBLE,True,True,0.44767963795914134,0.05461824198879056,0.3930613959703508,0.19476989481221263,0.26086706186492536,0.27977642060167585,0.09550832232706964,0.14639859748929235,0.021432549346831836,0.3930613959703508,"(0.2,1]",Q4,0.0,False
3,19,TUMBLE,True,True,0.4331282830763751,0.1691270146582247,0.2640012684181504,0.04094222827898808,0.1152952416587088,0.18109894151592776,0.10355727054760856,0.15331554611941328,0.02350565668189394,0.3930613959703508,"(-0.2,0.2]",Q4,1.0,True
4,0,TUMBLE,True,False,,,,,,,,,,,,,0.0,False
4,1,TUMBLE,True,True,0.05097457306901902,0.05097457306901902,0.0,,,,0.08668737523858398,0.043343687619292,0.0018786752564387665,0.086687375238584,,Q1,0.0,False
4,2,TUMBLE,True,True,-0.17664943963776736,0.05097457306901902,-0.2276240127067864,-0.18428032508749437,,,-0.07046831873410114,0.09380270546165727,0.008798947551926426,0.2276240127067864,,Q3,0.0,False
4,3,TUMBLE,True,True,-0.1472110633705382,0.05097457306901902,-0.19818563643955722,-0.08437363008616403,-0.09341517379110043,,-0.0562118796309706,0.0907491579528364,0.00823540966914885,0.2276240127067864,"(-0.2,0.2]",Q2,0.0,False
4,4,TUMBLE,True,True,-0.09798454423906998,0.05097457306901902,-0.148959117308089,0.0639457072650828,-0.007022567592641138,-0.02083486121185711,-0.03227291205785671,0.08159523494661838,0.006657782365993854,0.2276240127067864,"(-0.2,0.2]",Q2,0.0,False
4,5,TUMBLE,True,True,0.06492442007466505,-0.17664943963776736,0.2415738597124324,0.18752222387946915,0.20553943582379025,0.1576420386192542,0.01065645894099892,0.10056846665832848,0.010114016486007328,0.2415738597124324,"(0.2,1]",Q3,0.0,False
4,6,RUN,True,True,0.010356567684543003,-0.1472110633705382,0.1575676310550812,0.026886629766745468,0.07044696352952405,0.09958672447772063,0.058614749808982396,0.0924967047663997,0.00855564039264251,0.2415738597124324,"(-0.2,0.2]",Q2,0.0,False
4,7,TUMBLE,True,True,0.05705548276262649,-0.09798454423906998,0.15504002700169647,0.019414988883022462,0.06462333492258046,0.09953413772522651,0.051687420418994226,0.08520844800029626,0.007260479610619191,0.21213548344520322,"(-0.2,0.2]",Q2,0.0,False
4,8,TUMBLE,True,True,-0.02261562244703816,0.06492442007466505,-0.0875400425217032,-0.05632164767062291,-0.06672777928764967,-0.0312036040177293,0.014286890627202516,0.059435100828336786,0.00353253121047456,0.16290896431373503,"(-0.2,0.2]",Q1,0.0,False
4,9,TUMBLE,True,True,0.07543986367847445,0.010356567684543003,0.06508329599393145,0.05821993352068029,0.06050772101176401,0.04800965165977536,-0.0011941302923962375,0.037211580199208616,0.0013847017009221347,0.09805548612551261,"(-0.2,0.2]",Q1,0.0,False
4,10,TUMBLE,True,True,-0.24270590448597001,0.05705548276262649,-0.2997613872485965,-0.26911802510168814,-0.2793324791506576,-0.27276497740562144,-0.048774056342517795,0.11443043378235558,0.013094324175618066,0.31814576816444445,"(-1,-0.2]",Q3,0.0,False
4,11,TUMBLE,True,True,0.18877093381015272,-0.02261562244703816,0.21138655625719088,0.2724039542139005,0.252064821561664,0.22197747893312952,0.004334062005612047,0.1437863873688411,0.020674525192582432,0.4314768382961227,"(0.2,1]",Q4,0.0,False
4,12,TUMBLE,True,True,0.33287969093963865,0.07543986367847445,0.2574398272611642,0.3598471762775473,0.32571139327208626,0.3331573733007339,0.08243216969050317,0.19469875233916864,0.03790760416242893,0.5755855954256086,"(0.2,1]",Q4,0.0,False
4,13,TUMBLE,True,True,0.08312599500322855,-0.24270590448597001,0.32583189948919855,-0.17769931737166716,-0.009855578418045227,-0.0054701509823453925,0.05909578580751164,0.18956134252702117,0.03593350258064665,0.5755855954256086,"(-0.2,0.2]",Q4,0.0,False
4,14,TUMBLE,True,True,0.25662995979573017,0.18877093381015272,0.06785902598557744,0.04862711682429657,0.05503775321139018,0.16611228097896769,0.08930267897564763,0.20077862057967533,0.040312054481877226,0.5755855954256086,"(-0.2,0.2]",Q4,0.0,False
4,15,TUMBLE,True,True,0.19819935092112662,0.33287969093963865,-0.13468034001851203,0.028321373521647264,-0.02601253099173917,-0.01715229396606094,-0.0057392896921960625,0.08239206094015433,0.006788451705966105,0.24975369593641011,"(-0.2,0.2]",Q2,0.0,False
4,16,RUN,True,True,0.18776690185897552,0.08312599500322855,0.10464090685574697,-0.039647753499452876,0.008448466618947076,-0.029941847305955477,-0.017515222224342857,0.08244944169598634,0.00679791043597985,0.24975369593641011,"(-0.2,0.2]",Q2,0.0,False
4,17,TUMBLE,True,True,0.15376592484592772,0.25662995979573017,-0.10286403494980245,-0.03921720154412334,-0.06043281267934972,-0.027664627048837487,0.007241680174864376,0.05701288289106865,0.0032504688155507084,0.17350396479250163,"(-0.2,0.2]",Q1,0.0,False
4,18,TUMBLE,True,True,-0.19068657878270334,0.19819935092112662,-0.38888592970382996,-0.36145299213515497,-0.37059730465804663,-0.38977711313814334,-0.09390665032320661,0.15939578596001905,0.025407016581812207,0.4473165385784335,"(-1,-0.2]",Q4,0.0,False
4,19,TUMBLE,True,True,0.06731696195223535,0.18776690185897552,-0.12044993990674016,0.08577728892062317,0.01703487931150205,-0.01994443775859625,-0.06402182585794615,0.14450241525378096,0.02088094801417615,0.38888592970382996,"(-0.2,0.2]",Q4,0.0,True
5,0,RUN,True,False,,,,,,,,,,,,,0.0,False
5,1,TUMBLE,True,True,-0.1964596736446903,-0.1964596736446903,0.0,,,,-0.13042307000472653,0.0652115350023633,0.004252544297364455,0.13042307000472658,,Q2,0.0,False
5,2,TUMBLE,True,True,0.540773764794041,-0.1964596736446903,0.7372334384387313,0.672021903436368,,,0.3034051842170023,0.3212375623499194,0.10319357146451835,0.7372334384387313,,Q4,0.0,False
5,3,TUMBLE,True,True,0.06700310327739216,-0.1964596736446903,0.2634627769220825,-0.10515394229728321,-0.025756059225736844,,0.11363525591907993,0.2784233491168102,0.07751956133342118,0.7372334384387313,"(-0.2,0.2]",Q4,0.0,False
5,4,RUN,True,True,0.4269524820670363,-0.1964596736446903,0.6234121557117266,0.1230640480313197,0.2898467505914553,0.34063233437034146,0.12494409483360823,0.28386706575739123,0.08058051102171108,0.7372334384387313,"(0.2,1]",Q4,1.0,True
6,0,TUMBLE,True,False,,,,,,,,,,,,,0.0,False
6,1,TUMBLE,True,True,0.03347125996089309,0.03347125996089309,0.0,,,,0.07476644747828542,0.03738322373914272,0.0013975054171308037,0.07476644747828544,,Q1,0.0,False
6,2,TUMBLE,True,True,0.05476213215572973,0.03347125996089309,0.021290872194836642,0.05867409593397936,,,0.04802865983656104,0.04119106101803649,0.0016967035077916053,0.09605731967312209,,Q1,0.0,False
6,3,TUMBLE,True,True,0.11214244185320434,0.03347125996089309,0.07867118189231125,0.06802574579489293,0.09649637365346084,,0.04816037603066267,0.0549403611190718,0.0030184432798940164,0.15343762937059668,"(-0.2,0.2]",Q1,0.0,False
6,4,RUN,True,True,-0.01212849200678492,0.03347125996089309,-0.04559975196767801,-0.09558077901125196,-0.07892043666339398,-0.05189865361989362,0.013700457291352613,0.05334519531808319,0.0028457098635244447,0.15343762937059668,"(-0.2,0.2]",Q1,0.0,False
6,5,TUMBLE,True,True,-0.12200995977993222,0.05476213215572973,-0.17677209193566196,-0.17201693470314192,-0.17360198711398195,-0.16907179527069277,-0.03778530636441652,0.07855087023143112,0.006170239214115132,0.23415240163313655,"(-0.2,0.2]",Q2,0.0,False
6,6,TUMBLE,True,True,-0.16385095557742835,0.11214244185320434,-0.27599339743063267,-0.09678172968406978,-0.15651895226625742,-0.1720424861329826,-0.06713785770994525,0.1039411736737506,0.010803767584676783,0.27599339743063267,"(-0.2,0.2]",Q3,0.0,False
6,7,RUN,True,True,-0.0476477342006625,-0.01212849200678492,-0.03551924219387758,0.09528272347801779,0.051682068254052665,-0.0011859928229272093,-0.047130281567837724,0.09573186003423273,0.009164589025613925,0.27599339743063267,"(-0.2,0.2]",Q3,0.0,False
6,8,TUMBLE,True,True,0.058963443507646277,-0.12200995977993222,0.1809734032875785,0.16471278839669168,0.17013299336032062,0.14537272889884828,0.021654609660813194,0.07898265462831489,0.006238259732135671,0.2228143990850746,"(-0.2,0.2]",Q2,0.0,False
6,9,RUN,True,True,-0.07589681381421483,-0.16385095557742835,0.08795414176321352,-0.08155466846770672,-0.02505173172406664,-0.007260512301620628,0.031504069101650926,0.0757350178763669,0.005735792932733613,0.2228143990850746,"(-0.2,0.2]",Q2,0.0,False
6,10,RUN,True,True,0.12436964734171116,-0.0476477342006625,0.17201738154237367,0.13283633249499543,0.14589668217745483,0.181477662362876,0.05481921262247266,0.10164297148966792,0.010331293653249444,0.28822060291913953,"(-0.2,0.2]",Q3,0.0,False
6,11,RUN,True,True,0.012473753122400002,0.058963443507646277,-0.04648969038524627,-0.011762663641348163,-0.023338339222647532,-0.0024733825862200253,0.018564917848018992,0.07223068102316937,0.00521727128107084,0.200266461155926,"(-0.2,0.2]",Q2,0.0,False
6,12,TUMBLE,True,True,-0.0819668040425145,-0.07589681381421483,-0.006069990228299668,-0.15038850427457007,-0.10228233292581328,-0.11194431158190014,-0.01934899281637067,0.07910883262648984,0.006258207399525983,0.20633645138422566,"(-0.2,0.2]",Q2,0.0,False
6,13,RUN,True,True,0.055918505001778994,0.12436964734171116,-0.06845114233993216,0.09066503046183624,0.0376263061945801,0.061173559349933536,0.00572941862477621,0.07872177350006464,0.006197117622995479,0.20633645138422566,"(-0.2,0.2]",Q2,0.0,False
6,14,TUMBLE,True,True,0.05938621811848065,0.012473753122400002,0.04691246499608065,0.07241036763884841,0.06391106675792582,0.031687442762636735,-0.008652210656708214,0.06812228190783455,0.004640645292330482,0.20633645138422566,"(-0.2,0.2]",Q2,0.0,False
6,15,TUMBLE,True,True,-0.18898781564994982,-0.0819668040425145,-0.10702101160743532,-0.24664017721007964,-0.20010045534253154,-0.2004407336999861,-0.026157011538370436,0.09502027829832946,0.009028853287891981,0.24837403376843048,"(-1,-0.2]",Q3,0.0,False
6,16,TUMBLE,True,True,0.026345887413779242,0.055918505001778994,-0.029572617587999752,0.09114668617951383,0.0509069182570093,0.06525836155683042,-0.002828093773914125,0.09637297749874103,0.009287750791972846,0.24837403376843048,"(-0.2,0.2]",Q3,0.0,False
6,17,RUN,True,True,-0.02303823724622188,0.05938621811848065,-0.08242445536470253,0.05828272687186341,0.01138033279300809,-0.011203935967244148,-0.019095381520070318,0.09230852847888836,0.008520864429937743,0.24837403376843048,"(-0.2,0.2]",Q2,0.0,False
6,18,TUMBLE,True,True,-0.08512746560528756,-0.18898781564994982,0.10386035004466226,-0.08678129068906623,-0.023234077111156735,-0.053553978764309604,-0.012307778904380869,0.08806232583073058,0.007754973230717758,0.24837403376843048,"(-0.2,0.2]",Q2,0.0,False
6,19,RUN,True,True,-0.20541976276949556,0.026345887413779242,-0.2317656501832748,-0.15133691134374083,-0.1781464909569188,-0.13771785499757555,-0.014433724725815802,0.0905833525851499,0.008205343765565584,0.2317656501832748,"(-0.2,0.2]",Q2,0.0,True
7,0,TUMBLE,True,False,,,,,,,,,,,,,1.0,True
8,0,RUN,True,False,,,,,,,,,,,,,1.0,True
9,0,TUMBLE,True,False,,,,,,,,,,,,,0.0,False
9,1,TUMBLE,True,True,0.014948065900791608,0.014948065900791608,0.0,,,,-0.11790775535587417,0.05895387767793709,0.0034755596932651693,0.11790775535587418,,Q1,0.0,False
9,2,TUMBLE,True,True,-0.13036591921498553,0.014948065900791608,-0.14531398511577714,-0.20426786279371423,,,-0.1316108702358256,0.10765380609477065,0.011589341966690479,0.2632217404716513,,Q3,0.0,False
9,3,RUN,True,True,0.04063028576687681,0.014948065900791608,0.0256822198660852,0.09833921242397377,0.03481762978605285,,-0.04219905915851443,0.09444208067383207,0.008919306602002606,0.2632217404716513,"(-0.2,0.2]",Q3,0.0,False
9,4,RUN,True,True,-0.14588136256577872,0.014948065900791608,-0.16082942846657033,-0.10101354584172435,-0.12095217338333968,-0.16039842599311588,-0.05317921477788038,0.10607483250692945,0.011251870091373137,0.2787371838224445,"(-0.2,0.2]",Q3,0.0,False
9,5,TUMBLE,True,True,0.13716586465466596,-0.13036591921498553,0.2675317838696515,0.1897914030541169,0.21570486332596178,0.19233309718293992,0.022892015415695542,0.10730408349243747,0.011514166334151992,0.2830472272204447,"(0.2,1]",Q3,0.0,False
9,6,TUMBLE,True,True,0.07023856860797872,0.04063028576687681,0.029608282841101917,0.0745963175635351,0.05960030598939071,0.09485135144778409,0.04977445545337176,0.11270865642485116,0.012703241233095143,0.2830472272204447,"(-0.2,0.2]",Q3,0.0,False
9,7,RUN,True,True,-0.15229354104185422,-0.14588136256577872,-0.006412178476075503,-0.25599575767317656,-0.17280123127414287,-0.17783188015778992,-0.016972772244370462,0.1177884867321655,0.01387412760665353,0.2894594056965202,"(-0.2,0.2]",Q3,0.0,False
9,8,TUMBLE,True,True,-0.047247208705682636,0.13716586465466596,-0.1844130733603486,-0.006219722488744889,-0.06561750611261279,-0.024554591119435573,-0.009219109797632782,0.11545141689736554,0.013329029663609302,0.2894594056965202,"(-0.2,0.2]",Q3,0.0,False
9,9,TUMBLE,True,True,0.0197276255494871,0.07023856860797872,-0.050510943058491624,0.11949800042325553,0.06282835259600647,0.017761704670710143,-0.03523622555240191,0.0994087274465842,0.009882095092549264,0.2894594056965202,"(-0.2,0.2]",Q3,0.0,False
9,10,TUMBLE,True,True,0.07762567421574079,-0.15229354104185422,0.229919215257595,0.09138546579383856,0.13756338228175738,0.10501931311325854,0.018679537780686522,0.08552175886486187,0.007313971239339579,0.229919215257595,"(-0.2,0.2]",Q2,0.0,False
9,11,TUMBLE,True,True,0.0335620196808113,-0.047247208705682636,0.08080922838649393,-0.015114630201802641,0.01685998932762955,0.059108882176388544,0.049658400436675444,0.08003132525337361,0.006405013021811277,0.229919215257595,"(-0.2,0.2]",Q2,0.0,False
